T_e,Volume,E_F,N_Ef,gamma,C_e,v_F,tau_e,k_e,k_lat,lambda,Log10_Ge,Composition,Al,Cr,Fe,Co,Ni,Mn,Cu,logT,T_norm,Ce_over_T,T_tau,k_ratio
100,59.6,28.981,0.929,0.567,8.015758,2.396,16.113,0.02321,6.742913,2.2634,-5.751473,AlCrFeCoNi,0.2,0.2,0.2,0.2,0.2,0.0,0.0,2.0,100,0.08015758,1611.3,0.0034421319921921
200,59.61,28.982,0.93,0.569,16.026932,2.471,18.603,0.154747,3.361189,0.9802,-9.457885,AlCrFeCoNi,0.2,0.2,0.2,0.2,0.2,0.0,0.0,2.3010299956639813,200,0.08013466,3720.6000000000004,0.046039349159077585
300,59.63,28.983,0.931,0.568,24.030523,2.573,16.346,0.285066,2.245305,0.7437,-13.033218,AlCrFeCoNi,0.2,0.2,0.2,0.2,0.2,0.0,0.0,2.4771212547196626,300,0.08010174333333332,4903.8,0.12696086858539546
400,59.66,28.983,0.931,0.566,32.026321,2.541,13.579,0.335095,1.690344,0.6714,-16.600629,AlCrFeCoNi,0.2,0.2,0.2,0.2,0.2,0.0,0.0,2.6020599913279625,400,0.0800658025,5431.6,0.19824059585469236
500,59.68,28.983,0.931,0.565,40.014133,2.534,11.182,0.350883,1.357377,0.6523,-20.154063,AlCrFeCoNi,0.2,0.2,0.2,0.2,0.2,0.0,0.0,2.6989700043360187,500,0.080028266,5591.0,0.25850057979427987
600,59.7,28.983,0.931,0.564,47.993601,2.557,9.354,0.359572,1.135094,0.6498,-23.703815,AlCrFeCoNi,0.2,0.2,0.2,0.2,0.2,0.0,0.0,2.7781512503836434,600,0.079989335,5612.4,0.3167770098538008
700,59.73,28.982,0.93,0.562,55.96443,2.55,7.979,0.354332,0.976095,0.6529,-27.254287,AlCrFeCoNi,0.2,0.2,0.2,0.2,0.2,0.0,0.0,2.845098040014257,700,0.07994918571428572,5585.3,0.3630093761269383
800,59.76,28.982,0.93,0.561,63.926469,2.575,6.919,0.355411,0.85675,0.6588,-30.80573,AlCrFeCoNi,0.2,0.2,0.2,0.2,0.2,0.0,0.0,2.9030899869919438,800,0.07990808625,5535.2,0.41483581577377787
900,59.78,28.982,0.93,0.56,71.879738,2.584,6.078,0.350028,0.7639,0.6667,-34.357604,AlCrFeCoNi,0.2,0.2,0.2,0.2,0.2,0.0,0.0,2.9542425094393248,900,0.07986637555555556,5470.2,0.4582112079968477
1000,59.81,28.982,0.93,0.559,79.824368,2.569,5.389,0.336702,0.689587,0.6767,-37.909316,AlCrFeCoNi,0.2,0.2,0.2,0.2,0.2,0.0,0.0,3.0,1000,0.079824368,5389.0,0.4882654570555172
3000,60.31,28.971,0.919,0.559,237.123041,2.71,1.407,0.235022,0.230511,0.8639,-41.447806,AlCrFeCoNi,0.2,0.2,0.2,0.2,0.2,0.0,0.0,3.4771212547196626,3000,0.07904101366666667,4221.0,1.019565141944888
6000,61.08,28.95,0.9,0.559,468.151558,2.878,0.744,0.291013,0.115739,0.8172,-45.048023,AlCrFeCoNi,0.2,0.2,0.2,0.2,0.2,0.0,0.0,3.7781512503836434,6000,0.07802525966666667,4464.0,2.514368411957837
9000,61.84,28.938,0.888,0.559,693.106482,3.003,0.536,0.362554,0.077479,0.7553,-48.647699,AlCrFeCoNi,0.2,0.2,0.2,0.2,0.2,0.0,0.0,3.9542425094393248,9000,0.07701183133333334,4824.0,4.67932369643779
12000,62.6,28.933,0.884,0.559,911.405036,3.111,0.425,0.425637,0.058347,0.714,-52.249289,AlCrFeCoNi,0.2,0.2,0.2,0.2,0.2,0.0,0.0,4.079181246047625,12000,0.07595041966666667,5100.0,7.29480016453006
15000,63.36,28.93,0.882,0.559,1120.521941,3.208,0.356,0.482643,0.046866,0.683,-55.86229,AlCrFeCoNi,0.2,0.2,0.2,0.2,0.2,0.0,0.0,4.176091259055681,15000,0.07470146273333333,5340.0,10.298141549491113
18000,64.12,28.926,0.878,0.559,1314.107459,3.298,0.307,0.530319,0.039211,0.6598,-59.486821,AlCrFeCoNi,0.2,0.2,0.2,0.2,0.2,0.0,0.0,4.2552725051033065,18000,0.07300596994444444,5526.0,13.524405794144648
21000,64.88,28.919,0.872,0.559,1484.376914,3.371,0.27,0.561276,0.033742,0.6432,-63.121694,AlCrFeCoNi,0.2,0.2,0.2,0.2,0.2,0.0,0.0,4.3222192947339195,21000,0.07068461495238094,5670.0,16.633849983700323
24000,65.65,28.91,0.864,0.559,1625.374988,2.333,0.24,0.266547,0.029639,0.631,-66.767158,AlCrFeCoNi,0.2,0.2,0.2,0.2,0.2,0.0,0.0,4.380211241711606,24000,0.06772395783333333,5760.0,8.992813765182186
27000,66.41,28.9,0.856,0.559,1734.403747,2.321,0.217,0.257487,0.026448,0.6208,-70.424182,AlCrFeCoNi,0.2,0.2,0.2,0.2,0.2,0.0,0.0,4.431363764158987,27000,0.06423717581481482,5859.0,9.73522628454762
30000,67.17,28.89,0.849,0.559,1811.810013,2.494,0.198,0.286804,0.023893,0.6114,-74.093106,AlCrFeCoNi,0.2,0.2,0.2,0.2,0.2,0.0,0.0,4.477121254719663,30000,0.0603936671,5940.0,12.003180714823804
100,69.56,22.015,1.663,0.639,5.206203,1.25,51.366,0.047595,1.836971,0.71,-5.894235,Co-0.05_Xx3-0.95,0.3166666666666666,0.3166666666666666,0.3166666666666666,0.05,0.0,0.0,0.0,2.0,100,0.05206203,5136.6,0.025909485827764388
200,69.6,22.014,1.663,0.66,10.405629,1.259,27.019,0.052928,0.872643,0.6749,-9.652476,Co-0.05_Xx3-0.95,0.3166666666666666,0.3166666666666666,0.3166666666666666,0.05,0.0,0.0,0.0,2.3010299956639813,200,0.052028145,5403.799999999999,0.060652453921645026
300,69.66,22.014,1.663,0.665,15.596146,1.283,19.096,0.06104,0.57475,0.6366,-13.379883,Co-0.05_Xx3-0.95,0.3166666666666666,0.3166666666666666,0.3166666666666666,0.05,0.0,0.0,0.0,2.4771212547196626,300,0.05198715333333333,5728.8,0.10620251204434615
400,69.72,22.013,1.663,0.666,20.777833,1.293,15.117,0.068155,0.429663,0.6031,-17.095382,Co-0.05_Xx3-0.95,0.3166666666666666,0.3166666666666666,0.3166666666666666,0.05,0.0,0.0,0.0,2.6020599913279625,400,0.0519445825,6046.8,0.15862394801519325
500,69.79,22.013,1.664,0.666,25.950874,1.3,12.5,0.072891,0.344406,0.5835,-20.799498,Co-0.05_Xx3-0.95,0.3166666666666666,0.3166666666666666,0.3166666666666666,0.05,0.0,0.0,0.0,2.6989700043360187,500,0.051901748,6250.0,0.21164203979593912
600,69.85,22.012,1.664,0.663,31.115587,1.302,10.632,0.075662,0.288823,0.5717,-24.497435,Co-0.05_Xx3-0.95,0.3166666666666666,0.3166666666666666,0.3166666666666666,0.05,0.0,0.0,0.0,2.7781512503836434,600,0.05185931166666667,6379.2,0.2619657646178988
700,69.91,22.012,1.664,0.659,36.272436,1.322,9.252,0.080033,0.250142,0.5631,-28.193041,Co-0.05_Xx3-0.95,0.3166666666666666,0.3166666666666666,0.3166666666666666,0.05,0.0,0.0,0.0,2.845098040014257,700,0.051817765714285716,6476.400000000001,0.31994898917819015
800,69.97,22.012,1.664,0.654,41.421985,1.328,8.195,0.082371,0.221946,0.5563,-31.887621,Co-0.05_Xx3-0.95,0.3166666666666666,0.3166666666666666,0.3166666666666666,0.05,0.0,0.0,0.0,2.9030899869919438,800,0.05177748125,6556.0,0.3711291434441556
900,70.03,22.011,1.664,0.647,46.56485,1.339,7.355,0.085113,0.200727,0.5509,-35.581565,Co-0.05_Xx3-0.95,0.3166666666666666,0.3166666666666666,0.3166666666666666,0.05,0.0,0.0,0.0,2.9542425094393248,900,0.05173872222222222,6619.5,0.42402156151608145
1000,70.08,22.011,1.664,0.639,51.701637,1.342,6.665,0.086361,0.184218,0.5472,-39.274635,Co-0.05_Xx3-0.95,0.3166666666666666,0.3166666666666666,0.3166666666666666,0.05,0.0,0.0,0.0,3.0,1000,0.051701636999999995,6665.0,0.4687952925593994
3000,71.17,22.015,1.662,0.639,152.739979,2.118,2.168,0.203318,0.061722,0.5607,-42.929126,Co-0.05_Xx3-0.95,0.3166666666666666,0.3166666666666666,0.3166666666666666,0.05,0.0,0.0,0.0,3.4771212547196626,3000,0.050913326333333335,6504.0,3.294039499052217
6000,72.8,22.021,1.66,0.639,298.847779,1.882,1.124,0.167202,0.031095,0.5405,-46.657927,Co-0.05_Xx3-0.95,0.3166666666666666,0.3166666666666666,0.3166666666666666,0.05,0.0,0.0,0.0,3.7781512503836434,6000,0.04980796316666667,6744.000000000001,5.376961667095446
9000,74.43,22.013,1.664,0.639,441.308012,1.823,0.777,0.164123,0.020883,0.5213,-50.453151,Co-0.05_Xx3-0.95,0.3166666666666666,0.3166666666666666,0.3166666666666666,0.05,0.0,0.0,0.0,3.9542425094393248,9000,0.049034223555555555,6993.0,7.858791419268339
12000,76.06,22.008,1.666,0.639,581.166871,1.882,0.6,0.181412,0.015776,0.5064,-54.278015,Co-0.05_Xx3-0.95,0.3166666666666666,0.3166666666666666,0.3166666666666666,0.05,0.0,0.0,0.0,4.079181246047625,12000,0.04843057258333333,7200.0,11.49851048995373
15000,77.69,22.017,1.661,0.639,716.16152,1.975,0.493,0.205661,0.01271,0.4932,-58.119474,Co-0.05_Xx3-0.95,0.3166666666666666,0.3166666666666666,0.3166666666666666,0.05,0.0,0.0,0.0,4.176091259055681,15000,0.04774410133333333,7395.0,16.179765557391235
18000,79.32,22.038,1.652,0.639,840.17879,2.068,0.423,0.231605,0.010665,0.4788,-61.975552,Co-0.05_Xx3-0.95,0.3166666666666666,0.3166666666666666,0.3166666666666666,0.05,0.0,0.0,0.0,4.2552725051033065,18000,0.046676599444444446,7614.0,21.714325895368464
21000,80.94,22.07,1.642,0.639,945.537386,2.158,0.374,0.256678,0.009204,0.4632,-65.845653,Co-0.05_Xx3-0.95,0.3166666666666666,0.3166666666666666,0.3166666666666666,0.05,0.0,0.0,0.0,4.3222192947339195,21000,0.04502558980952381,7854.0,27.88462791960891
24000,82.57,22.111,1.627,0.639,1026.380263,1.615,0.339,0.144748,0.008107,0.447,-69.728238,Co-0.05_Xx3-0.95,0.3166666666666666,0.3166666666666666,0.3166666666666666,0.05,0.0,0.0,0.0,4.380211241711606,24000,0.04276584429166667,8136.000000000001,17.852491366551554
27000,84.2,22.158,1.603,0.639,1080.337489,1.939,0.313,0.207221,0.007253,0.4305,-73.621911,Co-0.05_Xx3-0.95,0.3166666666666666,0.3166666666666666,0.3166666666666666,0.05,0.0,0.0,0.0,4.431363764158987,27000,0.04001249959259259,8451.0,28.566446098704162
30000,85.83,22.211,1.579,0.639,1108.300714,2.124,0.293,0.244326,0.00657,0.4139,-77.529234,Co-0.05_Xx3-0.95,0.3166666666666666,0.3166666666666666,0.3166666666666666,0.05,0.0,0.0,0.0,4.477121254719663,30000,0.036943357133333334,8790.0,37.18246842185359
100,69.64,22.022,1.663,0.649,5.199343,1.688,49.768,0.081878,1.753203,0.7328,-5.865629,Co-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,100,0.05199343,4976.8,0.046701924020250925
200,69.68,22.022,1.663,0.667,10.392033,1.806,25.372,0.097065,0.837161,0.7187,-9.626017,Co-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.3010299956639813,200,0.051960164999999996,5074.4,0.11594530090950138
300,69.74,22.021,1.663,0.671,15.575882,1.794,19.048,0.118637,0.553059,0.6382,-13.37809,Co-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.4771212547196626,300,0.051919606666666666,5714.4,0.21451017972733522
400,69.8,22.02,1.664,0.671,20.750866,1.813,15.241,0.135679,0.414685,0.5982,-17.099285,Co-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.6020599913279625,400,0.051877164999999996,6096.4,0.32718490616996954
500,69.86,22.02,1.664,0.669,25.917281,1.798,12.509,0.139334,0.333465,0.5831,-20.801242,Co-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.6989700043360187,500,0.051834562,6254.5,0.4178357013908465
600,69.93,22.02,1.664,0.665,31.075572,1.795,10.56,0.142043,0.280601,0.5756,-24.496808,Co-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.7781512503836434,600,0.051792620000000004,6336.0,0.5062080811968555
700,69.99,22.019,1.665,0.66,36.226274,1.809,9.145,0.146619,0.243866,0.5697,-28.191091,Co-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.845098040014257,700,0.05175182,6401.5,0.6012252580299917
800,70.04,22.019,1.665,0.653,41.369995,1.809,8.075,0.148946,0.217152,0.5645,-31.885161,Co-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.9030899869919438,800,0.051712493750000005,6459.999999999999,0.685903487402891
900,70.1,22.019,1.665,0.645,46.507374,1.812,7.228,0.151033,0.197107,0.5606,-35.578716,Co-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.9542425094393248,900,0.051674859999999996,6505.2,0.7662449012723989
1000,70.15,22.019,1.665,0.636,51.639048,1.794,6.53,0.148916,0.181413,0.5585,-39.271407,Co-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3.0,1000,0.051639048,6530.0,0.8208627779553949
3000,71.2,22.024,1.661,0.636,152.639494,1.928,2.099,0.159205,0.060771,0.5791,-42.929031,Co-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3.4771212547196626,3000,0.05087983133333334,6297.000000000001,2.619709734746265
6000,72.78,22.031,1.657,0.636,298.835574,1.874,1.103,0.160467,0.030608,0.551,-46.660342,Co-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3.7781512503836434,6000,0.049805929,6618.0,5.24247770263648
9000,74.35,22.023,1.662,0.636,441.461618,1.798,0.767,0.156201,0.020551,0.5283,-50.455002,Co-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3.9542425094393248,9000,0.04905129088888889,6903.0,7.600282210977034
12000,75.93,22.018,1.665,0.636,581.581123,1.807,0.592,0.16386,0.015522,0.5127,-54.278009,Co-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,4.079181246047625,12000,0.04846509358333334,7104.0,10.555949236616634
15000,77.5,22.026,1.66,0.636,716.992111,1.874,0.487,0.181796,0.012503,0.499,-58.116935,Co-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,4.176091259055681,15000,0.04779947406666667,7305.0,14.53902751119642
18000,79.08,22.046,1.648,0.636,841.671236,1.953,0.418,0.203155,0.010489,0.4842,-61.969626,Co-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,4.2552725051033065,18000,0.04675951311111111,7524.0,19.366539561487134
21000,80.65,22.076,1.636,0.636,947.994033,2.027,0.371,0.223309,0.00905,0.4681,-65.836323,Co-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,4.3222192947339195,21000,0.045142573,7791.0,24.67230140315987
24000,82.23,22.114,1.625,0.636,1030.08204,1.732,0.336,0.164363,0.00797,0.4515,-69.716391,Co-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,4.380211241711606,24000,0.042920085000000004,8064.000000000001,20.620122945678087
27000,83.8,22.16,1.607,0.636,1085.475596,1.827,0.31,0.181997,0.007129,0.4346,-73.607869,Co-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,4.431363764158987,27000,0.04020279985185185,8370.0,25.525525946704064
30000,85.37,22.21,1.58,0.636,1114.944927,1.986,0.29,0.211736,0.006456,0.4177,-77.510147,Co-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,4.477121254719663,30000,0.0371648309,8700.0,32.79169893139229
100,69.41,21.981,1.677,0.57,5.219947,1.384,40.209,0.036832,2.336198,0.907,-5.855433,Co-0.15_Xx3-0.85,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.15,0.0,0.0,0.0,2.0,100,0.052199470000000005,4020.9000000000005,0.015765780226770065
200,69.45,21.982,1.677,0.591,10.433298,1.364,29.265,0.071926,1.110341,0.6231,-9.727267,Co-0.15_Xx3-0.85,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.15,0.0,0.0,0.0,2.3010299956639813,200,0.05216649,5853.0,0.0647782394973801
300,69.51,21.982,1.676,0.596,15.638077,1.336,20.479,0.075047,0.731924,0.5936,-13.441195,Co-0.15_Xx3-0.85,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.15,0.0,0.0,0.0,2.4771212547196626,300,0.05212692333333333,6143.7,0.10253372954879257
400,69.56,21.983,1.676,0.598,20.834318,1.352,15.445,0.077583,0.546922,0.5903,-17.130669,Co-0.15_Xx3-0.85,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.15,0.0,0.0,0.0,2.6020599913279625,400,0.052085795,6178.0,0.14185360644917108
500,69.62,21.983,1.676,0.598,26.022285,1.359,12.445,0.079266,0.437434,0.5861,-20.819353,Co-0.15_Xx3-0.85,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.15,0.0,0.0,0.0,2.6989700043360187,500,0.05204457,6222.5,0.18120635065781204
600,69.68,21.983,1.676,0.597,31.202294,1.357,10.472,0.080294,0.365346,0.5804,-24.509091,Co-0.15_Xx3-0.85,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.15,0.0,0.0,0.0,2.7781512503836434,600,0.05200382333333333,6283.2,0.21977462521931207
700,69.73,21.983,1.676,0.595,36.374651,1.342,9.08,0.0801,0.31451,0.5738,-28.199845,Co-0.15_Xx3-0.85,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.15,0.0,0.0,0.0,2.845098040014257,700,0.05196378714285714,6356.0,0.2546810763375526
800,69.79,21.983,1.676,0.593,41.53966,1.349,8.038,0.082441,0.276976,0.5671,-31.891119,Co-0.15_Xx3-0.85,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.15,0.0,0.0,0.0,2.9030899869919438,800,0.051924575,6430.400000000001,0.297645652888146
900,69.84,21.983,1.676,0.59,46.697624,1.341,7.223,0.082912,0.24823,0.561,-35.582379,Co-0.15_Xx3-0.85,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.15,0.0,0.0,0.0,2.9542425094393248,900,0.05188624888888889,6500.7,0.33401146512724034
1000,69.9,21.983,1.676,0.586,51.848857,1.353,6.563,0.08583,0.225519,0.5557,-39.273439,Co-0.15_Xx3-0.85,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.15,0.0,0.0,0.0,3.0,1000,0.051848857000000005,6563.0,0.3805870876197233
3000,70.97,21.987,1.675,0.586,153.168953,2.046,2.246,0.202009,0.075555,0.5412,-42.930194,Co-0.15_Xx3-0.85,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.15,0.0,0.0,0.0,3.4771212547196626,3000,0.05105631766666666,6738.0,2.6736328021599873
6000,72.57,21.991,1.673,0.586,299.881085,1.817,1.134,0.15873,0.03806,0.5357,-46.651875,Co-0.15_Xx3-0.85,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.15,0.0,0.0,0.0,3.7781512503836434,6000,0.04998018083333333,6803.999999999999,4.1704106565776
9000,74.18,21.981,1.677,0.586,443.267023,1.802,0.776,0.160799,0.025559,0.5217,-50.445114,Co-0.15_Xx3-0.85,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.15,0.0,0.0,0.0,3.9542425094393248,9000,0.049251891444444446,6984.0,6.2910406885759
12000,75.79,21.978,1.678,0.586,584.281192,1.874,0.599,0.180354,0.019307,0.5071,-54.268438,Co-0.15_Xx3-0.85,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.15,0.0,0.0,0.0,4.079181246047625,12000,0.048690099333333334,7188.0,9.340894965817276
15000,77.39,21.989,1.674,0.586,720.478862,1.974,0.492,0.206401,0.015554,0.4938,-58.107805,Co-0.15_Xx3-0.85,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.15,0.0,0.0,0.0,4.176091259055681,15000,0.048031924133333334,7380.0,13.269109611057539
18000,79.0,22.014,1.664,0.586,845.449224,2.073,0.422,0.233554,0.013051,0.4794,-61.960926,Co-0.15_Xx3-0.85,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.15,0.0,0.0,0.0,4.2552725051033065,18000,0.046969401333333334,7596.0,17.89411584431505
21000,80.61,22.05,1.648,0.586,951.233539,2.164,0.374,0.258894,0.011262,0.464,-65.826014,Co-0.15_Xx3-0.85,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.15,0.0,0.0,0.0,4.3222192947339195,21000,0.04529683519047619,7854.0,22.98623812483353
24000,82.21,22.094,1.624,0.586,1031.849305,1.607,0.339,0.143441,0.009919,0.448,-69.702321,Co-0.15_Xx3-0.85,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.15,0.0,0.0,0.0,4.380211241711606,24000,0.04299372104166666,8136.000000000001,14.459778225806453
27000,83.82,22.145,1.603,0.586,1084.970765,1.92,0.312,0.203256,0.008874,0.4316,-73.592745,Co-0.15_Xx3-0.85,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.15,0.0,0.0,0.0,4.431363764158987,27000,0.040184102407407406,8424.0,22.902084507042254
30000,85.43,22.202,1.6,0.586,1111.645448,2.085,0.292,0.235028,0.008037,0.4152,-77.50162,Co-0.15_Xx3-0.85,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.15,0.0,0.0,0.0,4.477121254719663,30000,0.03705484826666667,8760.0,29.239611843742225
100,69.48,21.998,1.669,0.609,5.21391,1.254,36.155,0.024472,2.0464,1.0087,-5.846778,Co-0.1_Xx3-0.9,0.3,0.3,0.3,0.1,0.0,0.0,0.0,2.0,100,0.0521391,3615.5,0.01195855553237122
200,69.53,21.998,1.669,0.629,10.421223,1.29,21.544,0.036548,0.974254,0.8464,-9.601496,Co-0.1_Xx3-0.9,0.3,0.3,0.3,0.1,0.0,0.0,0.0,2.3010299956639813,200,0.052106114999999995,4308.8,0.037513792590235615
300,69.58,21.998,1.669,0.633,15.619567,1.271,17.214,0.049709,0.64296,0.7062,-13.364389,Co-0.1_Xx3-0.9,0.3,0.3,0.3,0.1,0.0,0.0,0.0,2.4771212547196626,300,0.052065223333333334,5164.2,0.07731262082770184
400,69.64,21.999,1.669,0.634,20.808989,1.295,14.315,0.062105,0.481269,0.6369,-17.093368,Co-0.1_Xx3-0.9,0.3,0.3,0.3,0.1,0.0,0.0,0.0,2.6020599913279625,400,0.0520224725,5726.0,0.12904398778232593
500,69.7,21.999,1.669,0.633,25.989859,1.297,12.1,0.068687,0.385879,0.6028,-20.801836,Co-0.1_Xx3-0.9,0.3,0.3,0.3,0.1,0.0,0.0,0.0,2.6989700043360187,500,0.051979718,6050.0,0.17800093293251787
600,69.76,21.999,1.669,0.631,31.162637,1.308,10.395,0.073513,0.323356,0.5847,-24.500513,Co-0.1_Xx3-0.9,0.3,0.3,0.3,0.1,0.0,0.0,0.0,2.7781512503836434,600,0.051937728333333336,6237.0,0.22734315323311388
700,69.82,21.999,1.669,0.628,36.327794,1.321,9.081,0.077511,0.27954,0.5737,-28.195122,Co-0.1_Xx3-0.9,0.3,0.3,0.3,0.1,0.0,0.0,0.0,2.845098040014257,700,0.05189684857142857,6356.7,0.2772795403894241
800,69.87,21.999,1.669,0.624,41.48579,1.338,8.057,0.081346,0.247361,0.5658,-31.888307,Co-0.1_Xx3-0.9,0.3,0.3,0.3,0.1,0.0,0.0,0.0,2.9030899869919438,800,0.0518572375,6445.6,0.3288540681268748
900,69.93,21.999,1.669,0.618,46.637079,1.342,7.242,0.083323,0.22292,0.5595,-35.580987,Co-0.1_Xx3-0.9,0.3,0.3,0.3,0.1,0.0,0.0,0.0,2.9542425094393248,900,0.05181897666666667,6517.8,0.37377815459288266
1000,69.99,21.998,1.669,0.612,51.782099,1.349,6.577,0.085465,0.203679,0.5545,-39.273244,Co-0.1_Xx3-0.9,0.3,0.3,0.3,0.1,0.0,0.0,0.0,3.0,1000,0.051782099000000005,6577.0,0.4196042812254517
3000,71.06,22.002,1.668,0.612,152.994028,2.085,2.2,0.202421,0.068238,0.5524,-42.929469,Co-0.1_Xx3-0.9,0.3,0.3,0.3,0.1,0.0,0.0,0.0,3.4771212547196626,3000,0.05099800933333333,6600.000000000001,2.966353551488152
6000,72.66,22.007,1.666,0.612,299.48113,1.846,1.126,0.161531,0.034374,0.5397,-46.654166,Co-0.1_Xx3-0.9,0.3,0.3,0.3,0.1,0.0,0.0,0.0,3.7781512503836434,6000,0.04991352166666667,6755.999999999999,4.699083636363636
9000,74.27,21.998,1.669,0.612,442.518757,1.811,0.774,0.161538,0.023084,0.5231,-50.447958,Co-0.1_Xx3-0.9,0.3,0.3,0.3,0.1,0.0,0.0,0.0,3.9542425094393248,9000,0.04916875077777778,6966.0,6.99753086419753
12000,75.88,21.994,1.671,0.612,583.106134,1.878,0.597,0.179947,0.017437,0.5084,-54.271543,Co-0.1_Xx3-0.9,0.3,0.3,0.3,0.1,0.0,0.0,0.0,4.079181246047625,12000,0.04859217783333333,7164.0,10.319245326298885
15000,77.48,22.004,1.667,0.612,718.884995,1.974,0.491,0.204975,0.014047,0.4952,-58.111469,Co-0.1_Xx3-0.9,0.3,0.3,0.3,0.1,0.0,0.0,0.0,4.176091259055681,15000,0.04792566633333333,7365.0,14.591044988610477
18000,79.09,22.027,1.659,0.612,843.585949,2.071,0.421,0.2315,0.011786,0.4808,-61.965678,Co-0.1_Xx3-0.9,0.3,0.3,0.3,0.1,0.0,0.0,0.0,4.2552725051033065,18000,0.046865886055555556,7578.0,19.640281666242473
21000,80.7,22.061,1.647,0.612,949.376663,2.16,0.373,0.256327,0.010171,0.4653,-65.832798,Co-0.1_Xx3-0.9,0.3,0.3,0.3,0.1,0.0,0.0,0.0,4.3222192947339195,21000,0.04520841252380953,7833.0,25.199272512780187
24000,82.31,22.103,1.626,0.612,1030.322237,1.609,0.338,0.143062,0.008958,0.4491,-69.711259,Co-0.1_Xx3-0.9,0.3,0.3,0.3,0.1,0.0,0.0,0.0,4.380211241711606,24000,0.04293009320833334,8112.000000000001,15.968523272686683
27000,83.91,22.152,1.601,0.612,1084.060565,1.928,0.312,0.204,0.008014,0.4327,-73.601408,Co-0.1_Xx3-0.9,0.3,0.3,0.3,0.1,0.0,0.0,0.0,4.431363764158987,27000,0.040150391296296294,8424.0,25.45227698066126
30000,85.52,22.207,1.586,0.612,1111.550701,2.105,0.292,0.238645,0.007258,0.4161,-77.50804,Co-0.1_Xx3-0.9,0.3,0.3,0.3,0.1,0.0,0.0,0.0,4.477121254719663,30000,0.03705169003333333,8760.0,32.87574046011847
100,70.4,21.292,2.874,2.154,4.981984,1.916,52.444,0.111255,0.163712,0.6954,-5.823717,Co,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,100,0.04981984,5244.400000000001,0.6795733997910979
